Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent,Name,reflectance
T096,capepoint,capepoint_T096,Erica,ericoides,3804.0,Erica ericoides,7.75,0.0,33.0,0.0,42.5,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Thamnochortus,lucens,10983.0,Thamnochortus lucens,4.0,0.0,23.0,0.0,27.5,yes,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Leucadendron,laureolum,6693.0,Leucadendron laureolum,2.75,0.0,4.0,0.0,85.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Metalasia,densa,7321.0,Metalasia densa,2.75,0.0,12.0,0.0,35.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Erica,imbricata,3893.0,Erica imbricata,2.5,0.0,12.0,0.0,30.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Erica,subcapitata,4205.0,Erica subcapitata,2.5,0.0,8.0,0.0,40.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Cullumia,setosa,2707.0,Cullumia setosa,2.25,0.0,36.0,0.0,20.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Hypodiscus,aristatus,5884.0,Hypodiscus aristatus,2.0,0.0,8.0,0.0,40.0,yes,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Restio,egregius,9524.0,Restio egregius,1.75,0.0,1.0,0.0,150.0,yes,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Leucadendron,salignum,6721.0,Leucadendron salignum,1.25,0.0,1.0,0.0,100.0,yes,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Restio,capensis,9498.0,Restio capensis,1.25,0.0,6.0,0.0,50.0,yes,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Thesium,viridifolium,11109.0,Thesium viridifolium,1.0,0.0,2.0,0.0,50.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T097,capepoint,capepoint_T097,Erica,labialis,3936.0,Erica labialis,7.75,0.75,51.0,5.0,43.75,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Restio,cincinnatus,9501.0,Restio cincinnatus,6.25,0.0,43.0,0.0,41.25,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Serruria,villosa,10473.0,Serruria villosa,5.5,0.4375,41.0,6.0,40.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Diastella,divaricata,2990.0,Diastella divaricata,4.125,0.0,7.0,0.0,67.5,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Elegia,stipularis,3509.0,Elegia stipularis,2.625,0.0,17.0,0.0,36.25,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Thamnochortus,lucens,10983.0,Thamnochortus lucens,2.625,0.125,22.0,1.0,35.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Erica,exleeana,3816.0,Erica exleeana,2.5625,0.0,35.0,0.0,35.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Erica,mammosa,3987.0,Erica mammosa,1.5625,0.0,9.0,0.0,35.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Liparia,parva,6858.0,Liparia parva,1.25,0.0,6.0,0.0,40.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Adenandra,villosa,99.0,Adenandra villosa,1.1875,0.0,12.0,0.0,32.5,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Metalasia,densa,7321.0,Metalasia densa,0.875,0.0,8.0,0.0,32.5,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Hypodiscus,aristatus,5884.0,Hypodiscus aristatus,0.625,0.0,3.0,0.0,45.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Aspalathus,carnosa,1001.0,Aspalathus carnosa,0.5,0.0,5.0,0.0,35.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Leucadendron,laureolum,6693.0,Leucadendron laureolum,0.5,0.0,1.0,0.0,55.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Tetraria,eximia,10927.0,Tetraria eximia,0.4375,0.0,4.0,0.0,40.0,yes,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Cullumia,squarrosa,2708.0,Cullumia squarrosa,0.375,0.0,3.0,0.0,35.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Erica,corifolia,3749.0,Erica corifolia,0.3125,0.0,8.0,0.0,20.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Thesium,viridifolium,11109.0,Thesium viridifolium,0.3125,0.0,6.0,0.0,111.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Syncarpha,vestita,10857.0,Syncarpha vestita,0.25,0.0,1.0,0.0,35.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
T097,capepoint,capepoint_T097,Anaxeton,laeve,575.0,Anaxeton laeve,0.1875,0.0,1.0,0.0,45.0,no,1.0,T089; Adenandra villosa; Restionaceae,"[[3.9602280e-02 4.0759609e-04 1.1852205e-02 ... 3.1205177e-01
  1.2830496e-01 1.3646506e-01]
 [2.3013544e-01 3.1558228e-01 2.7568242e-01 ... 3.6025807e-01
  4.7276402e-01 1.8669081e-01]
 [1.3743351e-01 3.5830402e-01 3.4696388e-01 ... 2.1869659e-01
  1.8469189e-01 2.1230316e-01]
 [1.6427279e-01 9.1306679e-02 1.7503643e-01 ... 2.4956369e-01
  2.3647308e-01 2.5531384e-01]
 [2.9721069e-01 1.4100313e-01 9.1301672e-02 ... 9.6432440e-02
  1.6972542e-01 2.4644995e-01]
 [2.2349833e-01 2.4032593e-01 1.5407753e-01 ... 2.4447823e-01
  1.6212367e-01 2.4938536e-01]]"
