Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent
T038,rooiberg,rooiberg_T038,Indigofera,nigromontana,5977,Indigofera nigromontana,5.125,NA,19,NA,55,yes,NA
T038,rooiberg,rooiberg_T038,Ruschia,lineolata,9920,Ruschia lineolata,4,NA,21,NA,45,no,NA
T038,rooiberg,rooiberg_T038,Passerina,obtusifolia,8521,Passerina obtusifolia,2.75,NA,28,NA,38.75,no,NA
T038,rooiberg,rooiberg_T038,Phylica,lanata,#N/A,Phylica lanata,2.25,NA,14,NA,52.5,no,NA
T038,rooiberg,rooiberg_T038,Capeochloa,arundinacea,1796,Capeochloa arundinacea,2,NA,4,NA,65,yes,NA
T038,rooiberg,rooiberg_T038,Tenaxia,stricta,10876,Tenaxia stricta,1.75,NA,58,NA,15,yes,NA
T038,rooiberg,rooiberg_T038,Osteospermum,moniliferum,8144,Osteospermum moniliferum,1.25,NA,2,NA,100,no,NA
T038,rooiberg,rooiberg_T038,Asparagus,lignosus,1242,Asparagus lignosus,0.25,NA,1,NA,55,yes,NA
T038,rooiberg,rooiberg_T038,Eriocephalus,africanus,4291,Eriocephalus africanus,0.25,NA,1,NA,45,no,NA
T038,rooiberg,rooiberg_T038,Hermannia,saccifera,5680,Hermannia saccifera,0.25,NA,1,NA,45,no,NA
T038,rooiberg,rooiberg_T038,Lobostemon,marlothii,6939,Lobostemon marlothii,0.25,NA,2,NA,40,no,NA
T038,rooiberg,rooiberg_T038,Metalasia,densa,7321,Metalasia densa,0.25,NA,1,NA,45,no,NA
T038,rooiberg,rooiberg_T038,Roepera,fulva,9717,Roepera fulva,0.25,NA,1,NA,40,no,NA
T038,rooiberg,rooiberg_T038,Themeda,triandra,11003,Themeda triandra,0.25,NA,2,NA,40,no,NA
T038,rooiberg,rooiberg_T038,Oedera,squarrosa,7994,Oedera squarrosa,0.125,NA,1,NA,30,no,NA
T040,bavianskloof,bavianskloof_T040,Hypodiscus,striatus,5892,Hypodiscus striatus,16,NA,83,NA,58.75,yes,NA
T040,bavianskloof,bavianskloof_T040,Passerina,obtusifolia,8521,Passerina obtusifolia,13.25,NA,22,NA,103.75,yes,NA
T040,bavianskloof,bavianskloof_T040,Felicia,filifolia,4644,Felicia filifolia,4.75,NA,20,NA,57.5,yes,NA
T040,bavianskloof,bavianskloof_T040,Aloe,perfoliata,442,Aloe perfoliata,3.875,0.5,10,4,80,yes,NA
T040,bavianskloof,bavianskloof_T040,Cymbopogon,pospischilii,2770,Cymbopogon pospischilii,1,NA,3,NA,65,yes,NA
T040,bavianskloof,bavianskloof_T040,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,1,NA,3,NA,67.5,no,NA
T040,bavianskloof,bavianskloof_T040,Euryops,rehmannii,4585,Euryops rehmannii,0.75,NA,10,NA,35,no,NA
T040,bavianskloof,bavianskloof_T040,Oedera,squarrosa,7994,Oedera squarrosa,0.75,NA,2,NA,55,yes,NA
T041,bavianskloof,bavianskloof_T041,Carpobrotus,edulis,1852,Carpobrotus edulis,57.75,NA,4,NA,862.5,yes,NA
T041,bavianskloof,bavianskloof_T041,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,13.5,NA,19,NA,190,no,NA
T041,bavianskloof,bavianskloof_T041,Putterlickia,pyracantha,9415,Putterlickia pyracantha,6.25,NA,1,NA,300,yes,NA
T041,bavianskloof,bavianskloof_T041,Asparagus,aethiopicus,1223,Asparagus aethiopicus,0.25,NA,1,NA,55,yes,NA
T042,bavianskloof,bavianskloof_T042,Protea,lorifolia,9167,Protea lorifolia,30.5,NA,11,NA,325,no,NA
T042,bavianskloof,bavianskloof_T042,Eriocephalus,africanus,4291,Eriocephalus africanus,3.75,NA,18,NA,52.5,no,NA
T042,bavianskloof,bavianskloof_T042,Hypodiscus,striatus,5892,Hypodiscus striatus,1.5,NA,6,NA,65,yes,NA
T042,bavianskloof,bavianskloof_T042,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,1.25,NA,5,NA,60,no,NA
T042,bavianskloof,bavianskloof_T042,Montinia,caryophyllacea,7454,Montinia caryophyllacea,1.25,NA,5,NA,55,yes,NA
T042,bavianskloof,bavianskloof_T042,Erica,melanthera,3997,Erica melanthera,0.625,NA,3.5,NA,55,no,NA
T042,bavianskloof,bavianskloof_T042,Athanasia,tomentosa,1336,Athanasia tomentosa,0.25,NA,3,NA,45,yes,NA
T042,bavianskloof,bavianskloof_T042,Dodonaea,viscosa,3237,Dodonaea viscosa,0.25,NA,1,NA,60,yes,NA
T042,bavianskloof,bavianskloof_T042,Metalasia,pungens,7347,Metalasia pungens,0.25,NA,1,NA,65,no,NA
T042,bavianskloof,bavianskloof_T042,Restio,andreaeanus,9483,Restio andreaeanus,0.0125,NA,1,NA,50,yes,NA
T043,bavianskloof,bavianskloof_T043,Dodonaea,viscosa,3237,Dodonaea viscosa,29,NA,30,NA,147.5,yes,NA
T043,bavianskloof,bavianskloof_T043,Searsia,pallens,10133,Searsia pallens,5.5,NA,3,NA,145,yes,NA
T043,bavianskloof,bavianskloof_T043,Crassula,rupestris,2639,Crassula rupestris,3.875,NA,30,NA,48.75,yes,NA
T043,bavianskloof,bavianskloof_T043,Hypodiscus,striatus,5892,Hypodiscus striatus,3,NA,14,NA,65,yes,NA
T043,bavianskloof,bavianskloof_T043,Felicia,filifolia,4644,Felicia filifolia,1.5,NA,2,NA,87.5,no,NA
T043,bavianskloof,bavianskloof_T043,Cymbopogon,pospischilii,2770,Cymbopogon pospischilii,0.75,NA,5,NA,47.5,no,NA
T043,bavianskloof,bavianskloof_T043,Aloe,perfoliata,442,Aloe perfoliata,0.625,NA,4,NA,45,yes,NA
T043,bavianskloof,bavianskloof_T043,Clutia,ericoides,2321,Clutia ericoides,0.5,NA,2,NA,50,no,NA
T043,bavianskloof,bavianskloof_T043,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,0.5,NA,2,NA,50,no,NA
T044,bavianskloof,bavianskloof_T044,Dodonaea,viscosa,3237,Dodonaea viscosa,10.25,NA,19,NA,105,yes,NA
T044,bavianskloof,bavianskloof_T044,Pelargonium,quercifolium,8681,Pelargonium quercifolium,3,NA,13,NA,55,yes,NA
T044,bavianskloof,bavianskloof_T044,Hermannia,mucronulata,5663,Hermannia mucronulata,1.8125,NA,17,NA,42.5,yes,NA
T044,bavianskloof,bavianskloof_T044,Asparagus,africanus,1224,Asparagus africanus,1.25,NA,1,NA,125,yes,NA
T044,bavianskloof,bavianskloof_T044,Cymbopogon,pospischilii,2770,Cymbopogon pospischilii,0.5,NA,5,NA,45,yes,NA
T044,bavianskloof,bavianskloof_T044,Searsia,pallens,10133,Searsia pallens,0.375,NA,2,NA,45,yes,NA
T044,bavianskloof,bavianskloof_T044,Erica,flocciflora,3832,Erica flocciflora,0.25,NA,1,NA,50,yes,NA
T045,bavianskloof,bavianskloof_T045,Pentameris,curvifolia,8759,Pentameris curvifolia,6,NA,38,NA,48.75,yes,NA
T045,bavianskloof,bavianskloof_T045,Helichrysum,teretifolium,5497,Helichrysum teretifolium,4,NA,34,NA,41.25,yes,NA
T045,bavianskloof,bavianskloof_T045,Thesium,strictum,11101,Thesium strictum,3,NA,27,NA,41.25,no,NA
T045,bavianskloof,bavianskloof_T045,Hermannia,flammea,5638,Hermannia flammea,2.5,NA,116,NA,17.5,no,NA
T045,bavianskloof,bavianskloof_T045,Anthospermum,spathulatum,667,Anthospermum spathulatum,2.375,NA,34,NA,28.75,no,NA
T045,bavianskloof,bavianskloof_T045,Osteospermum,imbricatum,#N/A,Osteospermum imbricatum,2.375,NA,42,NA,28.75,no,NA
T045,bavianskloof,bavianskloof_T045,Rafnia,elliptica,9448,Rafnia elliptica,2.375,NA,11,NA,45,yes,NA
T045,bavianskloof,bavianskloof_T045,Rhodocoma,fruticosa,9653,Rhodocoma fruticosa,1.625,NA,22,NA,28.333333333333332,yes,NA
T045,bavianskloof,bavianskloof_T045,Leucadendron,salignum,6721,Leucadendron salignum,1.5,NA,2,NA,95,yes,NA
T045,bavianskloof,bavianskloof_T045,Centella,capensis,1877,Centella capensis,1.1875,NA,56,NA,15,no,NA
T045,bavianskloof,bavianskloof_T045,Hermannia,mucronulata,5663,Hermannia mucronulata,1,NA,11,NA,30,no,NA
T045,bavianskloof,bavianskloof_T045,Pelargonium,laevigatum,8633,Pelargonium laevigatum,1,NA,7,NA,37.5,yes,NA
T045,bavianskloof,bavianskloof_T045,Crassula,subulata,2650,Crassula subulata,0.75,NA,52,NA,11,no,NA
T045,bavianskloof,bavianskloof_T045,Hypodiscus,striatus,5892,Hypodiscus striatus,0.5625,NA,2,NA,45,yes,NA
T045,bavianskloof,bavianskloof_T045,Crassula,ericoides,2582,Crassula ericoides,0.5,NA,31,NA,12,no,NA
T045,bavianskloof,bavianskloof_T045,Osteospermum,moniliferum,8144,Osteospermum moniliferum,0.5,NA,1,NA,70,no,NA
T045,bavianskloof,bavianskloof_T045,Cliffortia,arcuata,2200,Cliffortia arcuata,0.375,NA,3,NA,40,yes,NA
T045,bavianskloof,bavianskloof_T045,Metalasia,trivialis,7359,Metalasia trivialis,0.375,NA,1,NA,60,yes,NA
T045,bavianskloof,bavianskloof_T045,Eriocephalus,africanus,4291,Eriocephalus africanus,0.25,NA,2,NA,30,yes,NA
T045,bavianskloof,bavianskloof_T045,Restio,capensis,9498,Restio capensis,0.25,NA,2,NA,30,yes,NA
T045,bavianskloof,bavianskloof_T045,Aspalathus,hystrix,1071,Aspalathus hystrix,0.125,NA,1,NA,30,no,NA
T045,bavianskloof,bavianskloof_T045,Protea,lorifolia,9167,Protea lorifolia,0.025,NA,1,NA,10,no,NA
T046,bavianskloof,bavianskloof_T046,Osteospermum,moniliferum,8144,Osteospermum moniliferum,9.75,NA,15,NA,97.5,no,NA
T046,bavianskloof,bavianskloof_T046,Cymbopogon,pospischilii,2770,Cymbopogon pospischilii,7.25,NA,36,NA,53.75,yes,NA
T046,bavianskloof,bavianskloof_T046,Anthospermum,spathulatum,667,Anthospermum spathulatum,5.875,NA,16,NA,96.66666666666667,no,NA
T046,bavianskloof,bavianskloof_T046,Aspalathus,hystrix,1071,Aspalathus hystrix,5.375,NA,14,NA,62.5,yes,NA
T046,bavianskloof,bavianskloof_T046,Pelargonium,quercifolium,8681,Pelargonium quercifolium,2,NA,5,NA,85,yes,NA
T046,bavianskloof,bavianskloof_T046,Euryops,spathaceus,4591,Euryops spathaceus,1.75,NA,3,NA,100,yes,NA
T046,bavianskloof,bavianskloof_T046,Clutia,ericoides,2321,Clutia ericoides,1.375,NA,9,NA,37.5,yes,NA
T046,bavianskloof,bavianskloof_T046,Roepera,fulva,9717,Roepera fulva,0.75,NA,3,NA,50,yes,NA
T046,bavianskloof,bavianskloof_T046,Pentameris,curvifolia,8759,Pentameris curvifolia,0.5,NA,1,NA,60,yes,NA
T046,bavianskloof,bavianskloof_T046,Tenaxia,NA,#N/A,Tenaxia,0.5,NA,2,NA,55,yes,NA
T046,bavianskloof,bavianskloof_T046,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,0.25,NA,2,NA,40,no,NA
T047,bavianskloof,bavianskloof_T047,Elegia,capensis,3474,Elegia capensis,27.75,NA,15,NA,233.33333333333334,yes,NA
T047,bavianskloof,bavianskloof_T047,Cliffortia,strobilifera,2302,Cliffortia strobilifera,25.5,NA,13,NA,200,yes,NA
T047,bavianskloof,bavianskloof_T047,Carpobrotus,edulis,1852,Carpobrotus edulis,22.5,NA,2,NA,500,yes,NA
T047,bavianskloof,bavianskloof_T047,Cliffortia,ilicifolia,2249,Cliffortia ilicifolia,7.25,NA,3,NA,250,yes,NA
T047,bavianskloof,bavianskloof_T047,Nidorella,ivifolia,7927,Nidorella ivifolia,5.5,NA,2,NA,175,no,NA
T047,bavianskloof,bavianskloof_T047,Cliffortia,ruscifolia,2292,Cliffortia ruscifolia,2.5,NA,2,NA,125,no,NA
T047,bavianskloof,bavianskloof_T047,Restio,paniculatus,9575,Restio paniculatus,2,NA,1,NA,200,yes,NA
T047,bavianskloof,bavianskloof_T047,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,1.75,NA,1,NA,135,no,NA
T047,bavianskloof,bavianskloof_T047,Pelargonium,quercifolium,8681,Pelargonium quercifolium,1.5,NA,2,NA,150,no,NA
T048,bavianskloof,bavianskloof_T048,Metalasia,massonii,7335,Metalasia massonii,19.75,NA,138,NA,46.25,yes,NA
T048,bavianskloof,bavianskloof_T048,Protea,repens,9185,Protea repens,18.25,NA,67,NA,73.75,no,NA
T048,bavianskloof,bavianskloof_T048,Erica,umbelliflora,4250,Erica umbelliflora,5,NA,43,NA,45,yes,NA
T048,bavianskloof,bavianskloof_T048,Cannomois,scirpoides,1784,Cannomois scirpoides,3.75,NA,55,NA,30,yes,NA
T048,bavianskloof,bavianskloof_T048,Protea,vogtsiae,9202,Protea vogtsiae,1.5625,NA,11,NA,38.333333333333336,yes,NA
T048,bavianskloof,bavianskloof_T048,Mastersiella,purpurea,7167,Mastersiella purpurea,1.375,NA,10,NA,36.25,yes,NA
T048,bavianskloof,bavianskloof_T048,Leucospermum,wittebergense,6787,Leucospermum wittebergense,1.25,NA,1,NA,110,no,NA
T048,bavianskloof,bavianskloof_T048,Rafnia,elliptica,9448,Rafnia elliptica,1.25,NA,6,NA,48.333333333333336,yes,NA
T048,bavianskloof,bavianskloof_T048,Leucadendron,rubrum,6719,Leucadendron rubrum,0.875,NA,2,NA,57.5,yes,NA
T048,bavianskloof,bavianskloof_T048,Leucadendron,salignum,6721,Leucadendron salignum,0.5,NA,1,NA,80,no,NA
T048,bavianskloof,bavianskloof_T048,Aspalathus,rubens,1165,Aspalathus rubens,0.375,NA,3,NA,45,yes,NA
T048,bavianskloof,bavianskloof_T048,Leucadendron,pubibracteolatum,6714,Leucadendron pubibracteolatum,0.375,NA,1,NA,60,no,NA
T048,bavianskloof,bavianskloof_T048,Rhodocoma,fruticosa,9653,Rhodocoma fruticosa,0.25,NA,3,NA,20,yes,NA
T048,bavianskloof,bavianskloof_T048,Achyranthemum,paniculatum,#N/A,Achyranthemum paniculatum,0.125,NA,3,NA,45,no,NA
T049,bavianskloof,bavianskloof_T049,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,13.5,NA,25,NA,98.75,no,NA
T049,bavianskloof,bavianskloof_T049,Dodonaea,viscosa,3237,Dodonaea viscosa,6.25,NA,2,NA,202.5,yes,NA
T049,bavianskloof,bavianskloof_T049,Montinia,caryophyllacea,7454,Montinia caryophyllacea,6.25,NA,8,NA,115,yes,NA
T049,bavianskloof,bavianskloof_T049,Anthospermum,spathulatum,667,Anthospermum spathulatum,3.875,NA,26,NA,42.5,no,NA
T049,bavianskloof,bavianskloof_T049,Passerina,obtusifolia,8521,Passerina obtusifolia,3.75,NA,6,NA,88.75,no,NA
T049,bavianskloof,bavianskloof_T049,Phylica,lanata,#N/A,Phylica lanata,3,NA,11,NA,56.25,yes,NA
T049,bavianskloof,bavianskloof_T049,Aloe,perfoliata,442,Aloe perfoliata,2.125,NA,3,NA,71.66666666666667,yes,NA
T049,bavianskloof,bavianskloof_T049,Oedera,squarrosa,7994,Oedera squarrosa,1.5,NA,16,NA,35,no,NA
T049,bavianskloof,bavianskloof_T049,Thamnochortus,rigidus,10994,Thamnochortus rigidus,1.25,NA,1,NA,110,no,NA
T049,bavianskloof,bavianskloof_T049,Cymbopogon,pospischilii,2770,Cymbopogon pospischilii,0.625,NA,2,NA,65,yes,NA
T049,bavianskloof,bavianskloof_T049,Smicrostigma,viride,10509,Smicrostigma viride,0.375,NA,5,NA,25,yes,NA
T049,bavianskloof,bavianskloof_T049,Eriocephalus,africanus,4291,Eriocephalus africanus,0.25,NA,1,NA,75,yes,NA
T049,bavianskloof,bavianskloof_T049,Restio,capensis,9498,Restio capensis,0.25,NA,1,NA,50,yes,NA
T050,rooiberg,rooiberg_T050,Phylica,lanata,#N/A,Phylica lanata,6.5,NA,30,NA,55,no,NA
T050,rooiberg,rooiberg_T050,Rhodocoma,arida,9650,Rhodocoma arida,4.5,NA,28,NA,47.5,yes,NA
T050,rooiberg,rooiberg_T050,Aspalathus,NA,#N/A,Aspalathus,4.25,NA,8,NA,72.5,yes,NA
T050,rooiberg,rooiberg_T050,Smicrostigma,viride,10509,Smicrostigma viride,3.75,NA,18,NA,55,no,NA
T050,rooiberg,rooiberg_T050,Acmadenia,sheilae,54,Acmadenia sheilae,2.75,NA,19,NA,45,yes,NA
T050,rooiberg,rooiberg_T050,Passerina,obtusifolia,8521,Passerina obtusifolia,1.5,NA,11,NA,40,no,NA
T050,rooiberg,rooiberg_T050,Muraltia,spinosa,7803,Muraltia spinosa,1.25,NA,7,NA,45,no,NA
T050,rooiberg,rooiberg_T050,Agathosma,mundtii,#N/A,Agathosma mundtii,1,NA,6,NA,40,yes,NA
T050,rooiberg,rooiberg_T050,Hermannia,althaeifolia,5616,Hermannia althaeifolia,0.875,NA,6,NA,37.5,no,NA
T050,rooiberg,rooiberg_T050,Capeochloa,arundinacea,1796,Capeochloa arundinacea,0.75,NA,11,NA,40,no,NA
T050,rooiberg,rooiberg_T050,Diosma,prama,3073,Diosma prama,0.5,NA,6,NA,30,no,NA
T050,rooiberg,rooiberg_T050,Felicia,filifolia,4644,Felicia filifolia,0.5,NA,3,NA,40,no,NA
T050,rooiberg,rooiberg_T050,Crassothonna,cacalioides,#N/A,Crassothonna cacalioides,0.375,NA,2,NA,40,no,NA
T050,rooiberg,rooiberg_T050,Eriocephalus,africanus,4291,Eriocephalus africanus,0.25,NA,1,NA,45,no,NA
T052,outeniqua,outeniqua_T052,Mastersiella,spathulata,7168,Mastersiella spathulata,53.75,NA,91,NA,78.75,yes,NA
T052,outeniqua,outeniqua_T052,Elegia,equisetacea,3482,Elegia equisetacea,2.5,NA,7,NA,52.5,yes,NA
T052,outeniqua,outeniqua_T052,Erica,unicolor,4252,Erica unicolor,1.375,NA,8,NA,41.666666666666664,no,NA
T052,outeniqua,outeniqua_T052,Protea,lorifolia,9167,Protea lorifolia,1.25,NA,3,NA,47.5,no,NA
T052,outeniqua,outeniqua_T052,Staberoha,cernua,10637,Staberoha cernua,1,NA,3,NA,47.5,no,NA
T052,outeniqua,outeniqua_T052,Berzelia,intermedia,1522,Berzelia intermedia,0.875,NA,18,NA,28.75,yes,NA
T052,outeniqua,outeniqua_T052,Elegia,galpinii,3489,Elegia galpinii,0.5,NA,3,NA,45,yes,NA
T052,outeniqua,outeniqua_T052,Leucadendron,uliginosum,6736,Leucadendron uliginosum,0.5,0.25,1,2,60,no,NA
T052,outeniqua,outeniqua_T052,Restio,inconspicuus,9544,Restio inconspicuus,0.5,NA,7,NA,35,yes,NA
T052,outeniqua,outeniqua_T052,Tetraria,cuspidata,10925,Tetraria cuspidata,0.5,NA,2,NA,60,yes,NA
T052,outeniqua,outeniqua_T052,Hypodiscus,aristatus,5884,Hypodiscus aristatus,0.25,NA,1,NA,50,yes,NA
T055,outeniqua,outeniqua_T055,Berzelia,intermedia,1522,Berzelia intermedia,17.5,NA,60,NA,50,yes,NA
T055,outeniqua,outeniqua_T055,Watsonia,NA,#N/A,Watsonia,12,NA,95,NA,37.5,yes,NA
T055,outeniqua,outeniqua_T055,Tetraria,cuspidata,10925,Tetraria cuspidata,11.75,NA,69,NA,37.5,yes,NA
T055,outeniqua,outeniqua_T055,Restio,inconspicuus,9544,Restio inconspicuus,8.25,NA,88,NA,27.5,yes,NA
T055,outeniqua,outeniqua_T055,Leucadendron,uliginosum,6736,Leucadendron uliginosum,6,NA,34,NA,33.75,no,NA
T055,outeniqua,outeniqua_T055,Aspalathus,NA,#N/A,Aspalathus,2.5,NA,16,NA,42.5,yes,NA
T055,outeniqua,outeniqua_T055,Hypodiscus,albo-aristatus,5881,Hypodiscus albo-aristatus,1.75,NA,4,NA,60,yes,NA
T055,outeniqua,outeniqua_T055,Hypodiscus,striatus,5892,Hypodiscus striatus,1.5,NA,12,NA,28.333333333333332,yes,NA
T055,outeniqua,outeniqua_T055,Thamnochortus,cinereus,10971,Thamnochortus cinereus,1.125,NA,5,NA,35,no,NA
T055,outeniqua,outeniqua_T055,Erica,discolor,3786,Erica discolor,0.8125,NA,50,NA,12.75,no,NA
T055,outeniqua,outeniqua_T055,Protea,neriifolia,9174,Protea neriifolia,0.5,NA,1,NA,65,no,NA
T055,outeniqua,outeniqua_T055,Tetraria,involucrata,10934,Tetraria involucrata,0.5,NA,4,NA,35,yes,NA
T055,outeniqua,outeniqua_T055,Penaea,mucronata,8737,Penaea mucronata,0.25,NA,2,NA,40,yes,NA
T055,outeniqua,outeniqua_T055,Erica,copiosa,3747,Erica copiosa,0.09375,NA,3,NA,12.5,no,NA
T056,outeniqua,outeniqua_T056,Tetraria,cuspidata,10925,Tetraria cuspidata,11.75,NA,55,NA,38.75,yes,NA
T056,outeniqua,outeniqua_T056,Erica,seriphiifolia,4174,Erica seriphiifolia,10,NA,215,NA,18.75,no,NA
T056,outeniqua,outeniqua_T056,Watsonia,NA,#N/A,Watsonia,8.75,NA,47,NA,40,yes,NA
T056,outeniqua,outeniqua_T056,Leucadendron,uliginosum,6736,Leucadendron uliginosum,8.5,NA,48,NA,32.5,no,NA
T056,outeniqua,outeniqua_T056,Elegia,filacea,3486,Elegia filacea,6,NA,40,NA,38.75,yes,NA
T056,outeniqua,outeniqua_T056,Restio,inconspicuus,9544,Restio inconspicuus,4.75,NA,32,NA,31.666666666666668,yes,NA
T056,outeniqua,outeniqua_T056,Penaea,mucronata,8737,Penaea mucronata,3.75,NA,30,NA,33.75,yes,NA
T056,outeniqua,outeniqua_T056,Erica,adunca,#N/A,Erica adunca,2.25,NA,62,NA,14,no,NA
T056,outeniqua,outeniqua_T056,Hypodiscus,albo-aristatus,5881,Hypodiscus albo-aristatus,2,NA,10,NA,40,no,NA
T056,outeniqua,outeniqua_T056,Protea,aurea,9139,Protea aurea,1.3125,NA,18,NA,18.75,no,NA
T056,outeniqua,outeniqua_T056,Thamnochortus,cinereus,10971,Thamnochortus cinereus,1,NA,4,NA,50,no,NA
T056,outeniqua,outeniqua_T056,Leucadendron,eucalyptifolium,6681,Leucadendron eucalyptifolium,0.8125,NA,6,NA,26.666666666666668,no,NA
T056,outeniqua,outeniqua_T056,Erica,NA,#N/A,Erica,0.5,NA,21,NA,15,no,NA
T056,outeniqua,outeniqua_T056,Erica,discolor,3786,Erica discolor,0.375,NA,13,NA,12.333333333333334,no,NA
T058,outeniqua,outeniqua_T058,Erica,cubica,3761,Erica cubica,19.75,NA,460,NA,20,no,NA
T058,outeniqua,outeniqua_T058,Restio,inconspicuus,9544,Restio inconspicuus,16.75,NA,89,NA,40,yes,NA
T058,outeniqua,outeniqua_T058,Cymbopogon,marginatus,2768,Cymbopogon marginatus,13.25,NA,64,NA,46.25,yes,NA
T058,outeniqua,outeniqua_T058,Elegia,filacea,3486,Elegia filacea,8.5,NA,51,NA,38.333333333333336,no,NA
T058,outeniqua,outeniqua_T058,Erica,densifolia,3778,Erica densifolia,4.75,NA,130,NA,20,no,NA
T058,outeniqua,outeniqua_T058,Erica,versicolor,4269,Erica versicolor,2,NA,28,NA,24.25,no,NA
T058,outeniqua,outeniqua_T058,Berzelia,intermedia,1522,Berzelia intermedia,1.75,NA,8,NA,42.5,yes,NA
T058,outeniqua,outeniqua_T058,Thamnochortus,cinereus,10971,Thamnochortus cinereus,0.75,NA,5,NA,40,no,NA
T058,outeniqua,outeniqua_T058,Protea,cynaroides,9148,Protea cynaroides,0.25,NA,1,NA,35,yes,NA
T059,outeniqua,outeniqua_T059,Leucadendron,uliginosum,6736,Leucadendron uliginosum,11.75,NA,57,NA,41.25,no,NA
T059,outeniqua,outeniqua_T059,Berzelia,intermedia,1522,Berzelia intermedia,8.75,NA,58,NA,37.5,yes,NA
T059,outeniqua,outeniqua_T059,Protea,neriifolia,9174,Protea neriifolia,6.125,NA,28,NA,38.75,no,NA
T059,outeniqua,outeniqua_T059,Cymbopogon,NA,#N/A,Cymbopogon,4.5,NA,53,NA,28.333333333333332,yes,NA
T059,outeniqua,outeniqua_T059,Restio,inconspicuus,9544,Restio inconspicuus,3,NA,38,NA,31.25,yes,NA
T059,outeniqua,outeniqua_T059,Metalasia,densa,7321,Metalasia densa,2.5,NA,4,NA,75,no,NA
T059,outeniqua,outeniqua_T059,Erica,unicolor,4252,Erica unicolor,2.25,NA,24,NA,27.666666666666668,no,NA
T059,outeniqua,outeniqua_T059,Hypodiscus,albo-aristatus,5881,Hypodiscus albo-aristatus,1.5,NA,7,NA,40,yes,NA
T059,outeniqua,outeniqua_T059,Asparagus,lignosus,1242,Asparagus lignosus,1.25,NA,4,NA,55,yes,NA
T059,outeniqua,outeniqua_T059,Erica,triceps,4235,Erica triceps,1.125,NA,60,NA,15,no,NA
T059,outeniqua,outeniqua_T059,Asparagus,NA,#N/A,Asparagus,1,NA,4,NA,42.5,yes,NA
T059,outeniqua,outeniqua_T059,Hypodiscus,aristatus,5884,Hypodiscus aristatus,0.75,NA,2,NA,45,yes,NA
T059,outeniqua,outeniqua_T059,Staberoha,cernua,10637,Staberoha cernua,0.75,NA,13,NA,22.5,no,NA
T059,outeniqua,outeniqua_T059,Tetraria,involucrata,10934,Tetraria involucrata,0.75,NA,2,NA,50,yes,NA
T059,outeniqua,outeniqua_T059,Erica,glomiflora,3853,Erica glomiflora,0.25,NA,2,NA,35,no,NA
T059,outeniqua,outeniqua_T059,Leucadendron,eucalyptifolium,6681,Leucadendron eucalyptifolium,0.25,NA,1,NA,45,no,NA
T059,outeniqua,outeniqua_T059,Penaea,mucronata,8737,Penaea mucronata,0.25,NA,1,NA,5,yes,NA
T062,rooiberg,rooiberg_T062,Pteronia,camphorata,9334,Pteronia camphorata,13.25,NA,75,NA,48.75,no,NA
T062,rooiberg,rooiberg_T062,Ruschia,pungens,9950,Ruschia pungens,9.75,NA,34,NA,61.25,no,NA
T062,rooiberg,rooiberg_T062,Passerina,obtusifolia,8521,Passerina obtusifolia,3.25,NA,8,NA,67.5,no,NA
T062,rooiberg,rooiberg_T062,Indigofera,NA,#N/A,Indigofera,1.75,NA,5,NA,56.666666666666664,no,NA
T062,rooiberg,rooiberg_T062,Helichrysum,zeyheri,5502,Helichrysum zeyheri,1.25,NA,6,NA,60,no,NA
T062,rooiberg,rooiberg_T062,Dodonaea,viscosa,3237,Dodonaea viscosa,0.75,NA,1,NA,80,no,NA
T062,rooiberg,rooiberg_T062,Polygala,umbellata,9067,Polygala umbellata,0.75,NA,4,NA,100,yes,NA
T062,rooiberg,rooiberg_T062,Smicrostigma,viride,10509,Smicrostigma viride,0.25,NA,1,NA,45,no,NA
T063,vrolijkheid,vrolijkheid_T063,Pentzia,incana,8811,Pentzia incana,12.5,0,42,0,30,no,1
T063,vrolijkheid,vrolijkheid_T063,Ruschia,caroli,9863,Ruschia caroli,12.5,0,34,0,47,no,1
T063,vrolijkheid,vrolijkheid_T063,Galenia,africana,4807,Galenia africana,7,0,16,0,50.5,no,1
T063,vrolijkheid,vrolijkheid_T063,Crassula,subaphylla,2649,Crassula subaphylla,3.25,0,23,0,20,no,1
T063,vrolijkheid,vrolijkheid_T063,Pteronia,paniculata,9366,Pteronia paniculata,2.75,0.5,7,1,45,no,1
T063,vrolijkheid,vrolijkheid_T063,Helichrysum,rosum,5480,Helichrysum rosum,1,0,3,0,40,no,1
T063,vrolijkheid,vrolijkheid_T063,Vachellia,karroo,11424,Vachellia karroo,1,0,1,0,118,no,1
